Date ,Company,Category,Aircraft,Location,Description,
5/21/15,"BioSensing Systems, LLC",Agriculture,SenseFly eBee,DE,"Aerial imagery, inspection, and data collection services to help agricultural and farming companies make improved decisions on issues such as irrigation, fertilization, detection of diseases, calculate potential crop yield, and to analyze the impact of pesticides and fertilizers.",
5/21/15,"Aileron, LLC",Photo/Film,DJI S900,CO,"Aerial imagery and filming in the motion picture, video, photography, and television industries.",
5/21/15,"PJ Cook Web Designs, Inc",Construction,"DJI Phantom 2 Vision+, DJI Inspire 1",FL,"Aerial imaging for safety, monitoring and comparing work efforts and completion percentages, and security of controlled environment of various sites.",
5/21/15,"Trinity Aeroimaging, LLC","Real Estate, Utilities/Energy/Infrastructure, Construction","DJI Phantom, DJI Vision 2+",NM,"Videography of real estate, area service providers, business enterprises, including construction and utilities.",
5/21/15,"AirSHark, LLC","Utilities/Energy/Infrastructure, Construction",DJI Phantom Vision+,VT,"Infrastructure inspection such as solar farms, wind turbines, and construction projects.",
5/21/15,Cox Photography,"Utilities/Energy/Infrastructure, Real Estate",DJI Inspire 1,IL,Aerial photography and videography over coal mine stockpiles and residential property.,
5/21/15,"ZoZo Group, LLC",Utilities/Energy/Infrastructure,DJI Phantom FC40 P330,CO,Aerial imagery documentation of highway construction projects.,
5/21/15,Olsson Associates,Utilities/Energy/Infrastructure,"Draganfly Innovations X4-ES, Draganflyer, 3D Robotics Aero-M, 3D Robotics X8+",CO,"Aerial inspection, documentation, survey, mapping, photography, videography and data collection for public and private infrastructure projects.",
5/21/15,"Aerial Services, Inc","Utilities/Energy/Infrastructure, Government Contracting, Agriculture, Scientific Studies","senseFly eBee, senseFly eBee Ag",IA,"Aerial acquisitions and research in support of government entities, agriculture, scientific studies, railroad industry, oil and gas industries, and forestry.",
5/21/15,Elevated Vue,Photo/Film,DJI Inspire 1,AL,Aerial photography and videography.,
5/21/15,Dennis M Fisher,Real Estate,DJI Phantom 2 Vision+,OH,"Aerial photography, videography, and cinematography to enhance community awareness and to augment real estate videos",
5/22/15,TOMVON Photography,Photo/Film,"DJI Phantom 2 Vision+, DJI Inspire 1",OH,Aerial photography and videography.,
5/22/15,"Aerial Productions and Imaging, LLC",Photo/Film,"DJI Phantom 2, Thrust UAV Freeflight x4",ID,Aerial photography.,
5/22/15,Todd Thomas,Photo/Film,DJI Phantom 2 Vision+,NC,"Aerial photography, videography, and surveying.",
5/22/15,"Fresh Cut Above, Inc.",Photo/Film,"DJI Phantom 2, DJI Inspire 1",CA,Closed-set filming and aerial photography.,
5/22/15,"Navigator CS, LLC","Utilities/Energy/Infrastructure, Construction",DJI Inspire 1,VA,"Aerial imaging in support of engineering surveys of construction sites, existing buildings and facilities, and other sites, for the purpose of monitoring and ensuring site safety, proper material usage, quality of workmanship, and/or to inspect the integrity of buildings and/or structures, including bridges and dams.",
5/22/15,Lloyd & Associates,"Real Estate, Construction",DJI Phantom 2,CA,"Aerial imaging for safety, monitoring, inspecting and/or recording of secured and controlled environment construction sites, proposed development sites, inspections of property, and photography for realty advertisements.",
5/22/15,"GridHawk Aviation, LLC",Utilities/Energy/Infrastructure,Aeryon SkyRanger,IL,"Aerial inspections of high-tension power distribution lines, systems, and structures.",
5/22/15,"Monarch, Inc.","Agriculture, Manufacturer",Monarch Ag,CA,"Aerial survey of agriculture, aerial photogrammetry and Light Detection and Ranging (LIDAR) data collection.",
5/22/15,V-Tail Aviation Inc.,Photo/Film,DJI Phantom 2,TX,"Aerial photography, videography, cinematography, inspection, and training.",
5/22/15,David Smith,Photo/Film,"DJI Inspire 1, DJI Vision+",PA,"Aerial photography, videography, and inspections.",
5/22/15,John Sherman dba Mad Hornet Aerial Photography,Photo/Film,"Walkera Scout X4, DJI Inspire",TX,Aerial photography and videography.,
5/22/15,"AeroView Services, LLC",Photo/Film,Trimble UX5,IA,Aerial photography and precision survey.,
5/22/15,"iFly Media Productions, LLC",Photo/Film,DJI S900,WI,Aerial videography and photography.,
5/22/15,Sky-Forge Robotics LLC,"Education, Photo/Film","DJI Inspire 1, DJI Phantom 2",WA,"Aerial imaging for safety, monitoring, training, and remote sensing.",
5/22/15,Photobird LLC,Photo/Film,DJI Phantom 2,UT,Aerial photography and videography.,
5/22/15,Trentex,Photo/Film,DJI Phantom 2 Vision+,TN,Aerial photography and videography.,
5/22/15,Droneair Solutions,"Photo/Film, Construction, Utilities/Energy/Infrastructure","DJI S1000+, Aeryon SkyRanger",,"Closed-set filming for the motion picture, television, and web industries and aerial inspection and environmental monitoring of industrial sites, transmission and storage facilities, construction facilities, and aerial surveys.",
5/22/15,"Aerial Impressions, LLC",Agriculture,"DJI Phantom 2, DJI S1000+.",WI,"Aerial photography, videography and land surveying.",
5/22/15,"Aerial Scout Ag Ops Support, LLC",Agriculture,senseFly eBee,CA,Precision agriculture and remote sensing.,
5/22/15,4Rotor Filming LLC,Photo/Film,"Turbo Ace MATRIX-I, DJI Phantom 2, DJI Spreading Wings S900",ME,Aerial videography and cinematography.,
5/22/15,Kevin M. Kralicek,Photo/Film,Tarot 650,TX,Aerial photography and videography.,
5/22/15,DPR Construction,Construction,Skycatch,CA,Aerial imaging for safety and monitoring of secured and controlled environment construction sites.,
5/22/15,"geoResource Technologies, Inc","Emergency Services, Real Estate, Agriculture, Construction",DJI S1000,MA,"Aerial mapping, survey, and inspection of buildings.",
5/22/15,Surdex Corporation,"Utilities/Energy/Infrastructure, Government Contracting",Altavian Nova F6500,MO,"Aerial acquisitions and research, orthophotography, planimetric mapping, topographic mapping, geographic information systems, and LiDAR services for clients throughout the various levels of government, the engineering industry, the energy industry, and the forestry market",
5/22/15,"R&M Aerial Imagery, LLC",Photo/Film,DJI Inspire 1,VA,Aerial imagery and surveying.,
5/22/15,EGM100x35 Aerial Solutions,Photo/Film,"DJI Phantom 2, DJI Inspire 1",Puerto Rico ,Aerial photography and videography. (Amended 8/25/15),
5/22/15,"LandBros Aerial Photography, LLC",Photo/Film,DJI Phantom 2,LA,Aerial photography of industrial and commercial facilities.,
5/22/15,Stephen E. Van Vickle,"Photo/Film, Education",DJI Phantom 2 Vision+,VA,"Aerial photography, commercial cinematic and academic flight operations.",
5/22/15,Snap 180 Media LLC,"Photo/Film, Education",DJI Inspire 1,AR,Aerial photography and videography and UAS training.,
5/22/15,Aerial Photography and Survey LLC,"Agriculture, Conservation, Construction",3D Robotics Iris+,OR,"Operations for the agriculture, aerial photography, construction, inspection, surveying, and wildlife preservation industries.",
5/22/15,"Qk4, Inc",Construction,Sensefly eBee,KY,Mapping and land surveying.,
5/22/15,Fovea Aero Systems LLC,"Utilities/Energy/Infrastructure, Photo/Film","DJI Phantom 2 Vision+, DJI Inspire 1, DJI S1000+",NJ,"Surveying, monitoring, inspections, videography, photography, closed-set motion picture and television filming. (Amended 6/5/15)",
5/26/15,"OpenSky Drones, LLC (I)",Research,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL,"Aerial view, video recording, signal analysis, laser measurement and concentration measurements.",
5/26/15,"OpenSky Drones, LLC (II)",Photo/Film,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL,Motion picture and television operations.,
5/26/15,"OpenSky Drones, LLC (III)",Utilities/Energy/Infrastructure,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL,Operations for cellular towers and signal analysis in the telecommunication industry.,
5/26/15,"OpenSky Drones, LLC (IV)",Agriculture,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL,Agricultural operations.,
5/26/15,"OpenSky Drones, LLC (V)",Utilities/Energy/Infrastructure,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL,Inspections and analysis in the electrical power suppy and distribution industry.,
5/26/15,"OpenSky Drones, LLC (VI)",Insurance,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL,Analysis and inspection in the insurance industry.,
5/26/15,"Replicopy, Inc dba RDM Productions",Photo/Film,DJI Inspire,TX,"Standard and aerial videography and film productions for the purposes of documentation, experimentation, demonstration, and education.",
5/26/15,"Accupoint, Inc",Construction,DJI S1000,AK,Aerial mapping and quantitative volume analysis.,
5/26/15,Helicam Helicopters,Photo/Film,Draganfly Innovations X6,WA,Aerial photography and videography for Washington state companies.,
5/26/15,Midwest UAV Imaging,Photo/Film,"DJI Phantom 2 Vision +, DJI Phantom 3, Yuneec Q500 Typhoon",NE,"Commercial photography, videography, inspections or surveying.",
5/26/15,Moonlight Engineering,Photo/Film,DJI Inspire 1 Model T600,MA,Aerial photography and videography.,
5/26/15,Andrew Dunn,"Photo/Film, Agriculture","DJI Inspire 1, DJI S900",KY,"Aerial photography, cinematography, videography, mapping, crop surveying, inspections and other flight operations.",
5/28/15,I Drone Your Home,Real Estate,DJI Phantom 2,CA,Aerial videography for realtors and private homeowners.,
5/28/15,"M3 Partners, LLC",Photo/Film,DJI Phantom 2 Vision+,SC,"Aerial photography, videography, and surveying",
5/28/15,Keegan Kliman,Photo/Film,DJI Phantom 2,CA,Aerial videography and cinematography.,
5/28/15,Gerald J. Cauchi,"Construction, Real Estate, Photo/Film",DJI Phantom 2 Vision+,CA,"Aerial videograhpy and photography of construction/demolition sites, real estate, special events, and landscaping",
5/28/15,"Aerial Impact Southeast, Inc.",Photo/Film,DJI Phantom 2 and DJI S900.,GA,Aerial photography and survey for various industries.,
5/28/15,Anderson Rojas Photography,Real Estate,Phantom 2 Vision +,NJ,"Aerial imaging, photography, and videography of properties.",
5/28/15,Christopher Ryan Welsh,Photo/Film,Yuncee Q500 Typhoon and Blade 350 QX3,NY,Aerial videography and photography.,
5/28/15,David Garith Grinnell,"Real Estate, Construction",DJI Phantom 2 Vision+ and DJI Inspire 1,KY,"Aerial videography and photography of construction sites, real estate, and landscaping.",
5/28/15,"Dock House Digital, LLC",Photo/Film,DJI T600,SC,Aerial photography and videography.,
5/28/15,"Dronenautix, LLC",Photo/Film,3D Robotics Iris+,CA,Aerial photography.,
5/28/15,"Extreme Aerial Works, LLC",Photo/Film,"DJI Phantom 2, Tarot 810, and DJI Inspire 1",NC,"Aerial photography, videography.",
5/29/15,"Fly Low Aero, LLC",Photo/Film,"DJI Phantom 2 Vision Plus, DJI Inspire 1, DJI S-900",VA,Aerial photography and survey for various industries.,
5/29/15,"Michael Baker International, LLC","Photo/Film, Construction","Precision Hawk Lancaster III, DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1",PA,Aerial photography for aerial mapping (photogrammetry) and video documentation.,
5/29/15,David Donald Halpin,"Construction, Real Estate","DJI Phantom 2 Vision+, DJI Inspire 1",FL,"Aerial video and photography of construction sites, real estate, and landscape over certain areas of the United States.",
5/29/15,"Property Drone Consortium, LLC","Insurance, Construction","Microdrone MD4‰öÕ1000, Aerialtronics Altura Zenith A TX8",WA,Research and development for the use of UAS technology in the insurance and construction industries.,
5/29/15,"Sky Scape Industries, LLC","Real Estate, Construction, Emergency Services","DJI Phantom, DJI Phantom 2 Vision+, DJI Inspire, DJI S900, DJI S1000",FL,"Real estate, yacht, resort, and event marketing photo and video media; survey-grade construction mapping and monitoring; and search and rescue operations.",
5/29/15,CDG Engineers,Construction,DJI Phantom 2 Vision,MO,Aerial inspections or surveys that consist of still photographs or video.,
5/29/15,"Airspace Aerial, LLC",Real Estate,DJI Inspire 1,OH,Aerial photography and videography of real property.,
5/29/15,Barnett Associates Real Estate Team,Real Estate,DJI Phantom 2,WA,Aerial photography and video for advertising real estate and homes.,
6/1/15,"Andar Enterprises, Inc.","Real Estate, Photo/Film",Yuneec Q500,IL,"Aerial photography, videography, and surveying of golf courses and real estate over selected areas of Illinois.",
6/1/15,Soutex Inc. dba Soutex Surveyors & Engineers,Construction,Aibotix Aibot X-6,TX,"Services that include boundary surveying, topographic surveying, engineering design, architectural design, construction staking, inspection, and construction management, ",
6/1/15,Mike Levin Photography and Digital Imaging,"Photo/Film, Real Estate, Construction","KongCopter X8, 3DRobotics IRIS+",PA,"Aerial photography for real estate, architectural engineering, construction industry sites, and motion picture and television operations.",
